epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,364.363,1.59676,1.42847,0.00562,0.71033,0.65886,0.66016,0.41646,1.41693,1.12523,0.00803,0.00126188,0.00126188,0.00126188
35,372.583,1.56281,1.35114,0.00533,0.67513,0.63396,0.66273,0.42385,1.42884,1.13228,0.00798,0.00123936,0.00123936,0.00123936
36,384.311,1.55081,1.30421,0.00498,0.72716,0.61442,0.66439,0.4014,1.47619,1.18924,0.00807,0.00121645,0.00121645,0.00121645
37,398.116,1.52967,1.2991,0.00512,0.73901,0.64644,0.69071,0.41517,1.49195,1.23387,0.00795,0.00119317,0.00119317,0.00119317
38,407.722,1.51094,1.31483,0.00535,0.71581,0.59422,0.67375,0.4386,1.40878,1.17603,0.00772,0.00116955,0.00116955,0.00116955
39,416.843,1.51676,1.30204,0.00524,0.67472,0.56941,0.63007,0.41622,1.38601,1.42311,0.00748,0.0011456,0.0011456,0.0011456
40,427.725,1.49085,1.22374,0.00482,0.73677,0.59931,0.64701,0.41308,1.42004,1.2587,0.00798,0.00112135,0.00112135,0.00112135
41,438.702,1.50132,1.33412,0.00518,0.62537,0.61454,0.61314,0.39607,1.47023,1.48649,0.00831,0.00109683,0.00109683,0.00109683
42,449.23,1.43177,1.17097,0.00472,0.79997,0.60149,0.69767,0.44941,1.42519,1.20282,0.008,0.00107205,0.00107205,0.00107205
43,457.736,1.51202,1.26239,0.00467,0.74592,0.61889,0.67866,0.44891,1.38912,1.2972,0.00754,0.00104705,0.00104705,0.00104705
44,466.012,1.48802,1.25152,0.00478,0.75555,0.66293,0.70452,0.46677,1.40332,1.15388,0.00754,0.00102184,0.00102184,0.00102184
45,478.011,1.50088,1.30782,0.00513,0.71153,0.68948,0.72634,0.48537,1.35352,1.03412,0.00752,0.000996456,0.000996456,0.000996456
46,487.976,1.4501,1.22906,0.00475,0.7403,0.60785,0.68404,0.44611,1.3603,1.38787,0.00772,0.000970919,0.000970919,0.000970919
47,496.825,1.41394,1.19704,0.0047,0.67353,0.5258,0.59537,0.39268,1.40336,1.48609,0.00744,0.000945256,0.000945256,0.000945256
48,513.289,1.42723,1.22628,0.00445,0.741,0.63158,0.6963,0.4671,1.29566,1.19513,0.00687,0.00091949,0.00091949,0.00091949
49,523.17,1.37739,1.08986,0.00439,0.74868,0.59298,0.66962,0.45233,1.30682,1.16391,0.00691,0.000893648,0.000893648,0.000893648
50,530.851,1.4469,1.22063,0.00448,0.705,0.58397,0.63051,0.42457,1.3631,1.42496,0.00741,0.000867754,0.000867754,0.000867754
51,540.699,1.41583,1.16856,0.00466,0.78233,0.6465,0.70959,0.48477,1.28565,1.04815,0.0068,0.000841835,0.000841835,0.000841835
52,551.466,1.39237,1.13817,0.00446,0.75338,0.59092,0.69699,0.47841,1.30805,1.2207,0.00714,0.000815916,0.000815916,0.000815916
53,561.95,1.39967,1.14868,0.00437,0.72009,0.64997,0.70574,0.47967,1.31465,1.1469,0.00698,0.000790022,0.000790022,0.000790022
54,575.002,1.36165,1.11128,0.00429,0.70777,0.68743,0.69961,0.4715,1.31144,1.16434,0.00712,0.00076418,0.00076418,0.00076418
55,583.813,1.40006,1.16223,0.00433,0.73491,0.67562,0.67461,0.44828,1.30351,1.17212,0.00742,0.000738414,0.000738414,0.000738414
56,592.151,1.34932,1.07085,0.0041,0.76526,0.63629,0.70116,0.47388,1.29595,1.10579,0.00659,0.000712751,0.000712751,0.000712751
57,599.638,1.35951,1.10548,0.00409,0.7275,0.67604,0.699,0.47848,1.27365,1.11493,0.00688,0.000687214,0.000687214,0.000687214
58,608.638,1.35062,1.10665,0.00431,0.74403,0.65926,0.71568,0.48403,1.30541,1.12279,0.00673,0.000661831,0.000661831,0.000661831
59,619.381,1.35389,1.10373,0.00416,0.78631,0.64366,0.69556,0.47308,1.29594,1.03497,0.00673,0.000636625,0.000636625,0.000636625
60,627.903,1.36818,1.1323,0.00446,0.80123,0.6741,0.73699,0.51083,1.2339,1.00923,0.00657,0.000611621,0.000611621,0.000611621
61,638.072,1.34295,1.05463,0.00402,0.76379,0.67124,0.72289,0.50112,1.2562,1.06983,0.00682,0.000586845,0.000586845,0.000586845
62,650.976,1.33225,1.10817,0.00447,0.84888,0.65711,0.74776,0.51291,1.2117,0.97289,0.0065,0.00056232,0.00056232,0.00056232
63,659.192,1.3461,1.07286,0.00421,0.74191,0.69347,0.73707,0.51302,1.22331,0.96099,0.00656,0.000538072,0.000538072,0.000538072
64,667.558,1.26852,0.98338,0.00381,0.79574,0.61901,0.7275,0.50673,1.19733,1.03547,0.00631,0.000514122,0.000514122,0.000514122
65,675.75,1.2563,0.97211,0.00383,0.74543,0.71609,0.74862,0.52155,1.21089,0.97211,0.00613,0.000490497,0.000490497,0.000490497
66,685.059,1.29815,1.02992,0.0039,0.79245,0.64906,0.71607,0.49783,1.22468,1.07021,0.00629,0.000467218,0.000467218,0.000467218
67,695.296,1.2923,1.01694,0.00409,0.78156,0.67543,0.72496,0.51351,1.18675,1.00001,0.006,0.000444309,0.000444309,0.000444309
68,703.109,1.24223,0.98284,0.00401,0.78428,0.6495,0.73798,0.50197,1.26826,1.04363,0.00645,0.000421792,0.000421792,0.000421792
69,712.77,1.25992,0.99054,0.00398,0.76263,0.67497,0.75732,0.5287,1.19362,0.95263,0.00624,0.000399689,0.000399689,0.000399689
70,722.016,1.22909,0.95508,0.00369,0.80232,0.65031,0.73286,0.50763,1.23775,1.00008,0.00654,0.000378023,0.000378023,0.000378023
71,730.299,1.26193,1.01739,0.00432,0.82493,0.66468,0.76095,0.54024,1.17149,0.91228,0.00608,0.000356815,0.000356815,0.000356815
72,742.065,1.2048,0.91834,0.00363,0.78372,0.67614,0.74143,0.52104,1.19802,0.95126,0.00609,0.000336086,0.000336086,0.000336086
73,750.436,1.21087,0.89667,0.00366,0.80757,0.65876,0.7412,0.52189,1.19589,0.93421,0.00613,0.000315855,0.000315855,0.000315855
74,758.683,1.21985,0.93161,0.00365,0.80523,0.67609,0.75169,0.52755,1.1657,0.92138,0.00608,0.000296144,0.000296144,0.000296144
75,768.778,1.2473,0.97955,0.00381,0.7746,0.68916,0.74352,0.52368,1.16848,0.94268,0.00603,0.000276971,0.000276971,0.000276971
76,777.568,1.22301,0.97284,0.00366,0.77264,0.69494,0.74101,0.52334,1.19273,0.96361,0.00606,0.000258355,0.000258355,0.000258355
77,786.685,1.21511,0.93238,0.00363,0.8198,0.65624,0.73482,0.51733,1.16221,1.00829,0.00597,0.000240316,0.000240316,0.000240316
78,797.52,1.20547,0.92943,0.00373,0.86225,0.61952,0.73323,0.5181,1.19466,0.99115,0.00625,0.00022287,0.00022287,0.00022287
79,805.883,1.19177,0.90412,0.00368,0.86504,0.63639,0.7349,0.51609,1.20596,0.98737,0.00617,0.000206034,0.000206034,0.000206034
80,815.722,1.18472,0.95949,0.00357,0.82665,0.63996,0.7243,0.51087,1.22638,1.02402,0.00633,0.000189827,0.000189827,0.000189827
81,822.112,1.18527,0.92594,0.0038,0.83861,0.64132,0.74341,0.51604,1.20471,0.97765,0.00619,0.000174262,0.000174262,0.000174262
82,832.485,1.16737,0.91702,0.00343,0.80512,0.68073,0.74159,0.51946,1.19724,0.95845,0.00632,0.000159357,0.000159357,0.000159357
83,843.571,1.13586,0.82593,0.00344,0.84496,0.65876,0.7438,0.52178,1.20305,0.95845,0.00625,0.000145125,0.000145125,0.000145125
84,852.967,1.21479,0.88513,0.00358,0.83069,0.66492,0.74536,0.52296,1.1652,0.96298,0.006,0.000131581,0.000131581,0.000131581
85,862.676,1.15107,0.86443,0.00324,0.83385,0.66371,0.73802,0.52476,1.16052,0.94411,0.00596,0.000118737,0.000118737,0.000118737
86,874.182,1.1475,0.86932,0.00344,0.8376,0.65811,0.74529,0.52481,1.17496,0.96719,0.00609,0.000106608,0.000106608,0.000106608
87,882.996,1.20102,0.91242,0.00366,0.83065,0.67225,0.74766,0.52449,1.16602,0.97335,0.00605,9.52034e-05,9.52034e-05,9.52034e-05
88,893.017,1.13899,0.85129,0.00351,0.84388,0.66371,0.74974,0.52797,1.15981,0.95765,0.00607,8.4536e-05,8.4536e-05,8.4536e-05
89,900.63,1.18488,0.94245,0.0035,0.85064,0.66866,0.75292,0.5331,1.15104,0.96281,0.00595,7.4616e-05,7.4616e-05,7.4616e-05
90,910.722,1.24812,1.01401,0.00391,0.82633,0.67619,0.75037,0.5309,1.15382,0.95662,0.00592,6.54531e-05,6.54531e-05,6.54531e-05
91,929.758,1.0689,0.84988,0.00394,0.83201,0.65881,0.73739,0.52331,1.17284,0.99091,0.00606,5.70564e-05,5.70564e-05,5.70564e-05
92,944.551,1.02405,0.76444,0.00361,0.81865,0.65618,0.73455,0.51669,1.19497,1.00894,0.00617,4.94343e-05,4.94343e-05,4.94343e-05
93,952.311,1.01698,0.74809,0.00346,0.81493,0.65855,0.73026,0.514,1.19981,1.02738,0.0062,4.25941e-05,4.25941e-05,4.25941e-05
94,962.391,1.04313,0.80436,0.00344,0.79648,0.65338,0.72838,0.51871,1.18711,1.03909,0.00615,3.65426e-05,3.65426e-05,3.65426e-05
95,971.495,1.02797,0.78482,0.00356,0.79365,0.65376,0.72998,0.5163,1.19677,1.03763,0.00614,3.12859e-05,3.12859e-05,3.12859e-05
96,980.974,1.01436,0.74627,0.00352,0.81319,0.65381,0.73057,0.51558,1.1963,1.03613,0.00614,2.68292e-05,2.68292e-05,2.68292e-05
97,992.105,1.04458,0.76491,0.00357,0.80935,0.65381,0.72584,0.51324,1.19606,1.0434,0.00616,2.31767e-05,2.31767e-05,2.31767e-05
98,999.076,1.05246,0.80862,0.00353,0.81933,0.64799,0.72904,0.51748,1.19156,1.04003,0.00616,2.03321e-05,2.03321e-05,2.03321e-05
99,1007.96,0.99402,0.74147,0.00348,0.81413,0.64683,0.72827,0.51694,1.19331,1.04237,0.00611,1.82983e-05,1.82983e-05,1.82983e-05
100,1019.3,1.03328,0.76881,0.00346,0.80521,0.64634,0.72757,0.51764,1.19316,1.03831,0.00617,1.70772e-05,1.70772e-05,1.70772e-05
